"2"|"22426464"|"5033459"
"4"|"22426464"|"5033460"
"4"|"22426465"|"5033410"
"2"|"22426465"|"5033411"
"2"|"22426466"|"5033418"
"4"|"22426468"|"5033427"
"2"|"22426468"|"5033428"
"2"|"22426469"|"5033469"
"4"|"22426469"|"5033470"
"4"|"22426471"|"5033443"
"2"|"22426471"|"5033444"
"2"|"22426472"|"5033479"
"4"|"22426472"|"5033480"
"2"|"22426475"|"5033485"
"2"|"22426476"|"5033463"
"4"|"22426476"|"5033464"
"2"|"22426477"|"5033412"
"4"|"22426479"|"5033425"
"2"|"22426479"|"5033426"
"2"|"22426480"|"5033413"
"2"|"22426481"|"5033414"
"4"|"22426481"|"5033415"
"2"|"22426484"|"5033465"
"4"|"22426484"|"5033466"
"4"|"22426485"|"5033445"
"2"|"22426485"|"5033446"
"2"|"22426487"|"5033481"
"4"|"22426487"|"5033482"
"4"|"22426489"|"5033447"
"2"|"22426489"|"5033448"
"2"|"22426490"|"5033483"
"4"|"22426490"|"5033484"
"4"|"22426491"|"5033449"
"2"|"22426491"|"5033450"
"4"|"22426494"|"5033451"
"2"|"22426494"|"5033452"
"2"|"22426499"|"5033457"
"4"|"22426499"|"5033458"
"4"|"22426501"|"5033423"
"2"|"22426501"|"5033424"
"2"|"22426502"|"5033461"
"4"|"22426502"|"5033462"
"2"|"22426504"|"5033467"
"4"|"22426504"|"5033468"
"4"|"22426505"|"5033429"
"2"|"22426505"|"5033430"
"4"|"22426507"|"5033431"
"2"|"22426507"|"5033432"
"2"|"22426508"|"5033471"
"4"|"22426508"|"5033472"
"4"|"22426509"|"5033439"
"2"|"22426509"|"5033440"
"2"|"22426510"|"5033475"
"4"|"22426510"|"5033476"
"2"|"22426513"|"5033477"
"4"|"22426513"|"5033478"
"4"|"22426514"|"5033441"
"2"|"22426514"|"5033442"
"2"|"22426517"|"5033489"
"2"|"22426520"|"5033487"
"2"|"22426521"|"5033453"
"4"|"22426521"|"5033454"
"1"|"22426522"|"5033486"
"2"|"22426523"|"5033408"
"2"|"22426524"|"5033409"
"4"|"22426525"|"5033419"
"2"|"22426525"|"5033420"
"4"|"22426527"|"5033421"
"2"|"22426527"|"5033422"
"2"|"22426528"|"5033488"
"2"|"22426529"|"5033455"
"4"|"22426529"|"5033456"
"4"|"22426531"|"5033433"
"2"|"22426531"|"5033434"
"1"|"22426533"|"5033416"
"2"|"22426534"|"5033417"
"4"|"22426536"|"5033435"
"2"|"22426536"|"5033436"
"4"|"22426537"|"5033437"
"2"|"22426537"|"5033438"
"2"|"22426538"|"5033473"
"4"|"22426538"|"5033474"
